Station,"Date and Time","Air Temp","Solar Rad",Precip
id,"date time","deg F",W/m2,in
ftc01,"09/22/2024 07:10",46.51,31.05,0.0
ftc01,"09/22/2024 07:15",46.6,32.33,0.0
ftc01,"09/22/2024 07:20",46.69,34.0,0.0
ftc01,"09/22/2024 07:25",46.71,41.52,0.0
ftc01,"09/22/2024 07:30",46.8,88.92,0.0
ftc01,"09/22/2024 07:35",47.25,108.23,0.0
ftc01,"09/22/2024 07:40",47.25,93.08,0.0
ftc01,"09/22/2024 07:45",47.34,96.5,0.0
ftc01,"09/22/2024 07:50",47.43,133.5,0.0
ftc01,"09/22/2024 07:55",47.62,158.67,0.0
ftc01,"09/22/2024 08:00",47.95,175.67,0.0
ftc01,"09/22/2024 08:05",48.16,149.0,0.0
ftc01,"09/22/2024 08:10",48.2,156.67,0.0
ftc01,"09/22/2024 08:15",48.27,147.5,0.0
ftc01,"09/22/2024 08:20",48.2,126.82,0.0
ftc01,"09/22/2024 08:25",48.22,136.33,0.0
ftc01,"09/22/2024 08:30",48.49,142.17,0.0
ftc01,"09/22/2024 08:35",48.54,126.85,0.0
ftc01,"09/22/2024 08:40",48.52,162.17,0.0
ftc01,"09/22/2024 08:45",48.54,136.0,0.0
ftc01,"09/22/2024 08:50",48.49,101.73,0.0
ftc01,"09/22/2024 08:55",48.56,114.07,0.0
ftc01,"09/22/2024 09:00",48.67,186.17,0.0
ftc01,"09/22/2024 09:05",48.97,234.5,0.0
ftc01,"09/22/2024 09:10",48.88,151.0,0.0
ftc01,"09/22/2024 09:15",48.81,281.5,0.0
ftc01,"09/22/2024 09:20",49.01,334.83,0.0
ftc01,"09/22/2024 09:25",49.48,375.0,0.0
ftc01,"09/22/2024 09:30",49.96,466.83,0.0
ftc01,"09/22/2024 09:35",50.79,642.5,0.0
ftc01,"09/22/2024 09:40",51.35,518.5,0.0
ftc01,"09/22/2024 09:45",51.82,563.83,0.0
ftc01,"09/22/2024 09:50",52.29,584.67,0.0
ftc01,"09/22/2024 09:55",52.72,590.0,0.0
ftc01,"09/22/2024 10:00",53.51,863.5,0.0
ftc01,"09/22/2024 10:05",53.98,748.33,0.0
ftc01,"09/22/2024 10:10",54.0,552.17,0.0
ftc01,"09/22/2024 10:15",54.54,855.0,0.0
ftc01,"09/22/2024 10:20",54.7,649.17,0.0
ftc01,"09/22/2024 10:25",55.27,909.83,0.0
ftc01,"09/22/2024 10:30",56.39,903.17,0.0
ftc01,"09/22/2024 10:35",56.16,884.5,0.0
ftc01,"09/22/2024 10:40",56.43,804.5,0.0
ftc01,"09/22/2024 10:45",56.23,591.83,0.0
ftc01,"09/22/2024 10:50",55.29,507.5,0.0
ftc01,"09/22/2024 10:55",55.76,684.33,0.0
ftc01,"09/22/2024 11:00",56.19,730.67,0.0
ftc01,"09/22/2024 11:05",56.37,657.0,0.0
ftc01,"09/22/2024 11:10",56.12,461.17,0.0
ftc01,"09/22/2024 11:15",55.38,304.17,0.0
ftc01,"09/22/2024 11:20",55.27,294.17,0.0
ftc01,"09/22/2024 11:25",55.2,268.17,0.0
ftc01,"09/22/2024 11:30",55.02,255.83,0.0
ftc01,"09/22/2024 11:35",55.06,222.5,0.0
ftc01,"09/22/2024 11:40",54.55,219.5,0.0
ftc01,"09/22/2024 11:45",54.7,534.17,0.0
ftc01,"09/22/2024 11:50",56.01,430.67,0.0
ftc01,"09/22/2024 11:55",55.74,181.33,0.0
ftc01,"09/22/2024 12:00",55.13,181.67,0.0
ftc01,"09/22/2024 12:05",55.06,481.83,0.0
ftc01,"09/22/2024 12:10",56.98,739.5,0.0
ftc01,"09/22/2024 12:15",57.7,736.0,0.0
ftc01,"09/22/2024 12:20",57.79,784.67,0.0
ftc01,"09/22/2024 12:25",58.39,877.83,0.0
ftc01,"09/22/2024 12:30",59.0,905.17,0.0
ftc01,"09/22/2024 12:35",59.02,921.33,0.0
ftc01,"09/22/2024 12:40",59.45,905.67,0.0
ftc01,"09/22/2024 12:45",59.45,717.0,0.0
ftc01,"09/22/2024 12:50",58.3,652.33,0.0
ftc01,"09/22/2024 12:55",58.57,625.0,0.0
ftc01,"09/22/2024 13:00",58.05,502.5,0.0
ftc01,"09/22/2024 13:05",58.08,628.83,0.0
ftc01,"09/22/2024 13:10",59.02,691.5,0.0
ftc01,"09/22/2024 13:15",60.24,603.33,0.0
ftc01,"09/22/2024 13:20",59.9,543.5,0.0
ftc01,"09/22/2024 13:25",59.88,678.33,0.0
ftc01,"09/22/2024 13:30",60.84,686.0,0.0
ftc01,"09/22/2024 13:35",60.28,702.5,0.0
ftc01,"09/22/2024 13:40",60.87,630.83,0.0
ftc01,"09/22/2024 13:45",60.58,701.17,0.0
ftc01,"09/22/2024 13:50",60.62,754.67,0.0
ftc01,"09/22/2024 13:55",61.3,732.67,0.0
ftc01,"09/22/2024 14:00",61.81,718.67,0.0
ftc01,"09/22/2024 14:05",61.11,712.17,0.0
ftc01,"09/22/2024 14:10",61.27,663.67,0.0
ftc01,"09/22/2024 14:15",61.47,664.33,0.0
ftc01,"09/22/2024 14:20",61.72,649.0,0.0
ftc01,"09/22/2024 14:25",62.24,663.5,0.0
ftc01,"09/22/2024 14:30",61.99,622.17,0.0
ftc01,"09/22/2024 14:35",62.02,571.83,0.0
ftc01,"09/22/2024 14:40",61.88,600.5,0.0
ftc01,"09/22/2024 14:45",61.75,582.5,0.0
ftc01,"09/22/2024 14:50",61.66,475.67,0.0
ftc01,"09/22/2024 14:55",61.52,578.5,0.0
ftc01,"09/22/2024 15:00",62.02,560.0,0.0
ftc01,"09/22/2024 15:05",62.17,538.67,0.0
ftc01,"09/22/2024 15:10",62.4,509.67,0.0
ftc01,"09/22/2024 15:15",61.79,453.83,0.0
ftc01,"09/22/2024 15:20",62.4,470.83,0.0
ftc01,"09/22/2024 15:25",61.92,451.5,0.0
ftc01,"09/22/2024 15:30",61.56,431.83,0.0
ftc01,"09/22/2024 15:35",61.47,413.83,0.0
ftc01,"09/22/2024 15:40",61.47,396.33,0.0
ftc01,"09/22/2024 15:45",61.56,379.67,0.0
ftc01,"09/22/2024 15:50",62.02,363.33,0.0
ftc01,"09/22/2024 15:55",61.65,347.0,0.0
ftc01,"09/22/2024 16:00",61.77,331.33,0.0
ftc01,"09/22/2024 16:05",61.86,315.0,0.0
ftc01,"09/22/2024 16:10",61.27,298.67,0.0
ftc01,"09/22/2024 16:15",61.36,282.17,0.0
ftc01,"09/22/2024 16:20",61.61,266.67,0.0
ftc01,"09/22/2024 16:25",61.3,251.5,0.0
ftc01,"09/22/2024 16:30",61.45,235.67,0.0
ftc01,"09/22/2024 16:35",61.41,219.67,0.0
ftc01,"09/22/2024 16:40",61.0,202.5,0.0
ftc01,"09/22/2024 16:45",60.93,188.33,0.0
ftc01,"09/22/2024 16:50",60.96,173.0,0.0
ftc01,"09/22/2024 16:55",60.64,158.17,0.0
ftc01,"09/22/2024 17:00",60.24,143.67,0.0
ftc01,"09/22/2024 17:05",60.06,129.47,0.0
ftc01,"09/22/2024 17:10",59.7,114.25,0.0
ftc01,"09/22/2024 17:15",59.54,99.43,0.0
ftc01,"09/22/2024 17:20",59.34,82.7,0.0
ftc01,"09/22/2024 17:25",59.04,51.88,0.0
ftc01,"09/22/2024 17:30",58.39,16.2,0.0
ftc01,"09/22/2024 17:35",57.81,11.48,0.0
ftc01,"09/22/2024 17:40",57.38,8.9,0.0
ftc01,"09/22/2024 17:45",57.0,7.63,0.0
ftc01,"09/22/2024 17:50",56.61,6.42,0.0
ftc01,"09/22/2024 17:55",56.34,5.0,0.0
ftc01,"09/22/2024 18:00",55.94,3.6,0.0
ftc01,"09/22/2024 18:05",55.31,2.23,0.0
ftc01,"09/22/2024 18:10",54.81,1.2,0.0
ftc01,"09/22/2024 18:15",54.32,0.65,0.0
ftc01,"09/22/2024 18:20",53.58,0.05,0.0
ftc01,"09/22/2024 18:25",52.93,0.0,0.0
ftc01,"09/22/2024 18:30",52.38,0.0,0.0
ftc01,"09/22/2024 18:35",51.82,0.0,0.0
ftc01,"09/22/2024 18:40",51.33,0.0,0.0
ftc01,"09/22/2024 18:45",50.83,0.0,0.0
ftc01,"09/22/2024 18:50",50.43,0.0,0.0
ftc01,"09/22/2024 18:55",50.45,0.0,0.0
ftc01,"09/22/2024 19:00",50.13,0.0,0.0
ftc01,"09/22/2024 19:05",49.91,0.0,0.0
ftc01,"09/22/2024 19:10",49.71,0.0,0.0
ftc01,"09/22/2024 19:15",49.21,0.0,0.0
ftc01,"09/22/2024 19:20",48.67,0.0,0.0
ftc01,"09/22/2024 19:25",47.89,0.0,0.0
ftc01,"09/22/2024 19:30",47.44,0.0,0.0
ftc01,"09/22/2024 19:35",48.27,0.0,0.0
ftc01,"09/22/2024 19:40",49.03,0.0,0.0
ftc01,"09/22/2024 19:45",49.5,0.0,0.0
ftc01,"09/22/2024 19:50",50.14,0.0,0.0
ftc01,"09/22/2024 19:55",50.41,0.0,0.0
ftc01,"09/22/2024 20:00",50.36,0.0,0.0
ftc01,"09/22/2024 20:05",50.14,0.0,0.0
ftc01,"09/22/2024 20:10",49.82,0.0,0.0
ftc01,"09/22/2024 20:15",50.04,0.0,0.0
ftc01,"09/22/2024 20:20",50.13,0.0,0.0
ftc01,"09/22/2024 20:25",50.22,0.0,0.0
ftc01,"09/22/2024 20:30",50.2,0.0,0.0
ftc01,"09/22/2024 20:35",49.8,0.0,0.0
ftc01,"09/22/2024 20:40",49.42,0.0,0.0
ftc01,"09/22/2024 20:45",48.96,0.0,0.0
ftc01,"09/22/2024 20:50",48.63,0.0,0.0
ftc01,"09/22/2024 20:55",48.7,0.0,0.0
ftc01,"09/22/2024 21:00",48.67,0.0,0.0
ftc01,"09/22/2024 21:05",48.34,0.0,0.0
ftc01,"09/22/2024 21:10",47.91,0.0,0.0
ftc01,"09/22/2024 21:15",47.71,0.0,0.0
ftc01,"09/22/2024 21:20",47.32,0.0,0.0
ftc01,"09/22/2024 21:25",47.21,0.0,0.0
ftc01,"09/22/2024 21:30",47.17,0.0,0.0
ftc01,"09/22/2024 21:35",47.16,0.0,0.0
ftc01,"09/22/2024 21:40",47.3,0.0,0.0
ftc01,"09/22/2024 21:45",47.88,0.0,0.0
ftc01,"09/22/2024 21:50",47.05,0.0,0.0
ftc01,"09/22/2024 21:55",45.05,0.0,0.0
ftc01,"09/22/2024 22:00",44.49,0.0,0.0
ftc01,"09/22/2024 22:05",44.74,0.0,0.0
ftc01,"09/22/2024 22:10",45.19,0.0,0.0
ftc01,"09/22/2024 22:15",45.41,0.0,0.0
ftc01,"09/22/2024 22:20",45.36,0.0,0.0
ftc01,"09/22/2024 22:25",44.97,0.0,0.0
ftc01,"09/22/2024 22:30",44.92,0.0,0.0
ftc01,"09/22/2024 22:35",44.95,0.0,0.0
ftc01,"09/22/2024 22:40",45.05,0.0,0.0
ftc01,"09/22/2024 22:45",44.78,0.0,0.0
ftc01,"09/22/2024 22:50",44.6,0.0,0.0
ftc01,"09/22/2024 22:55",44.4,0.0,0.0
ftc01,"09/22/2024 23:00",44.16,0.0,0.0
ftc01,"09/22/2024 23:05",43.83,0.0,0.0
ftc01,"09/22/2024 23:10",44.07,0.0,0.0
ftc01,"09/22/2024 23:15",44.05,0.0,0.0
ftc01,"09/22/2024 23:20",43.91,0.0,0.0
ftc01,"09/22/2024 23:25",43.46,0.0,0.0
ftc01,"09/22/2024 23:30",42.73,0.0,0.0
ftc01,"09/22/2024 23:35",42.55,0.0,0.0
ftc01,"09/22/2024 23:40",42.37,0.0,0.0
ftc01,"09/22/2024 23:45",41.9,0.0,0.0
ftc01,"09/22/2024 23:50",41.64,0.0,0.0
ftc01,"09/22/2024 23:55",41.78,0.0,0.0
